#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	5074	7440	sspH2	1-2367/2367	===============	0/0	100.00	99.75	vfdb	NP_461184
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	106350	107396	sseK2	1-1047/1047	===============	0/0	100.00	98.38	vfdb	NP_461081
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	197750	200097	sopA	1-2349/2349	========/======	1/1	99.96	99.66	vfdb	NP_461011
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	275782	276458	fliP	10-686/687	========/======	2/2	98.40	75.52	vfdb	YP_001006751
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	276895	277155	fliN	157-417/417	.....==========	0/0	62.59	80.46	vfdb	YP_001006749
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	277301	278309	fliM	1-1005/1005	========/======	4/6	99.90	75.74	vfdb	YP_001006748
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	282643	283622	fliG	12-991/993	===============	0/0	98.69	79.08	vfdb	YP_001006742
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	292702	293102	fliC	7-407/1146	======.........	0/0	34.99	80.55	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	293965	294174	fliC	937-1146/1146	............===	0/0	18.32	80.95	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	295664	296356	fliA	10-702/723	========/======	2/2	95.71	76.08	vfdb	YP_001006726
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	321931	322319	cheA	1-389/2055	===...../......	2/4	18.83	75.96	vfdb	YP_001006780
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	323991	324446	cheW	25-480/498	========/======	2/2	91.37	75.06	vfdb	YP_001006779
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	325523	326217	cheD	823-1517/1674	.......=======.	0/0	41.52	75.54	vfdb	YP_001006778
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	328459	328846	cheY	1-388/390	===============	0/0	99.49	77.83	vfdb	YP_001006774
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	395905	396627	sopE2	1-723/723	===============	0/0	100.00	99.72	vfdb	NP_460811
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	559443	560816	steC	1-1374/1374	===============	0/0	100.00	98.54	vfdb	NP_460656
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	628310	629536	sseJ	1-1227/1227	===============	0/0	100.00	99.67	vfdb	NP_460590
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	630807	631208	steB	1-402/402	===============	0/0	100.00	99.75	vfdb	AAL20547
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	657698	658648	sifB	1-951/951	===============	0/0	100.00	98.21	vfdb	NP_460561
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	680700	681332	steA	1-633/633	===============	0/0	100.00	97.79	vfdb	NP_460542
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	849737	850795	ssaU	1-1059/1059	===============	0/0	100.00	99.53	vfdb	NP_460387
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	850792	851571	ssaT	1-780/780	===============	0/0	100.00	98.59	vfdb	NP_460386
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	851572	851838	ssaS	1-267/267	===============	0/0	100.00	99.62	vfdb	NP_460385
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	851835	852482	ssaR	1-648/648	===============	0/0	100.00	98.77	vfdb	NP_460384
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	852550	853518	ssaQ	1-969/969	===============	0/0	100.00	98.45	vfdb	NP_460383
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	853499	853873	ssaP	1-375/375	===============	0/0	100.00	99.73	vfdb	NP_460382
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	853854	854231	ssaO	1-378/378	===============	0/0	100.00	99.47	vfdb	NP_460381
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	854234	855535	ssaN	1-1302/1302	===============	0/0	100.00	98.85	vfdb	NP_460380
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	855525	857570	ssaV	1-2046/2046	===============	0/0	100.00	99.85	vfdb	NP_460379
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	857555	857923	ssaM	1-369/369	===============	0/0	100.00	100.00	vfdb	NP_460378
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	857981	858997	ssaL	1-1017/1017	===============	0/0	100.00	99.11	vfdb	NP_460377
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	858963	859637	ssaK	1-675/675	===============	0/0	100.00	99.26	vfdb	NP_460376
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	860200	860949	ssaJ	1-750/750	===============	0/0	100.00	99.33	vfdb	NP_460374
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	860946	861194	ssaI	1-249/249	===============	0/0	100.00	100.00	vfdb	NP_460373
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	861206	861433	ssaH	1-228/228	===============	0/0	100.00	99.56	vfdb	NP_460372
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	861474	861689	ssaG	1-216/216	===============	0/0	100.00	100.00	vfdb	NP_460371
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	861783	862472	sseG	1-690/690	===============	0/0	100.00	99.28	vfdb	NP_460370
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	862469	863251	sseF	1-783/783	===============	0/0	100.00	99.23	vfdb	NP_460369
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	863267	863701	sscB	1-435/435	===============	0/0	100.00	100.00	vfdb	NP_460368
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	863753	864169	sseE	1-417/417	===============	0/0	100.00	98.80	vfdb	NP_460367
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	864172	864759	sseD	1-588/588	===============	0/0	100.00	97.45	vfdb	NP_460366
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	864775	866229	sseC	1-1455/1455	===============	0/0	100.00	98.14	vfdb	NP_460365
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	866232	866705	sscA	1-474/474	===============	0/0	100.00	98.94	vfdb	NP_460364
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	866702	867292	sseB	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_460363
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	867299	867625	sseA	1-327/327	===============	0/0	100.00	99.69	vfdb	NP_460362
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	867889	868131	ssaE	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_460361
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	868139	869350	ssaD	1-1212/1212	===============	0/0	100.00	99.17	vfdb	NP_460360
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	869331	870824	ssaC	1-1494/1494	===============	0/0	100.00	99.06	vfdb	NP_460359
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	870826	871227	spiC/ssaB	1-402/402	===============	0/0	100.00	100.00	vfdb	NP_460358
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1038186	1039196	sifA	1-1011/1011	===============	0/0	100.00	98.91	vfdb	NP_460194
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1085690	1086242	flgH	125-677/684	..=============	0/0	80.85	77.94	vfdb	YP_001006758
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1086436	1087088	flgG	2-654/654	========/======	2/2	99.69	75.69	vfdb	YP_001006759
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1088819	1089213	flgE	7-401/1260	=====..........	0/0	31.35	76.20	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1116552	1116878	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1116940	1117395	csgA	1-456/456	===============	0/0	100.00	98.90	vfdb	NP_460115
/scratch/mnk5428/kenyans/data/GCA_019362785.1_ASM1936278v1_genomic.fna	JAAIBN010000001.1	1117437	1117892	csgB	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_460114
