#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	60617	61035	gmhA/lpcA	130-548/585	...============	0/0	71.62	77.80	vfdb	NP_439337
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	284236	284387	pilW	217-368/921	...===.........	0/0	16.50	75.66	vfdb	YP_001007658
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	348785	349318	fimI	1-534/534	===============	0/0	100.00	99.81	vfdb	NP_459539
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	349362	350054	fimC	1-693/693	===============	0/0	100.00	100.00	vfdb	NP_459540
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	350085	352697	fimD	1-2613/2613	===============	0/0	100.00	100.00	vfdb	NP_459541
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	352712	353719	fimH	1-1008/1008	===============	0/0	100.00	100.00	vfdb	NP_459542
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	353729	354247	fimF	1-519/519	===============	0/0	100.00	100.00	vfdb	NP_459543
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	360493	361400	gtrB	1-908/930	===============	0/0	97.63	77.20	vfdb	NP_706258
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	385595	387850	fepA	1-2241/2241	========/======	16/55	99.11	78.16	vfdb	NP_752600
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	394829	395616	fepC	1-788/816	========/======	2/2	96.45	80.36	vfdb	NP_752606
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	395613	396521	fepG	85-993/993	.==============	0/0	91.54	80.53	vfdb	NP_752607
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	396610	397619	fepD	3-1012/1017	===============	0/0	99.31	78.02	vfdb	NP_752608
/scratch/mnk5428/kenyans/data/GCA_019364055.1_ASM1936405v1_genomic.fna	JAAIDU010000001.1	397720	398946	entS	1-1227/1251	===============	0/0	98.08	78.89	vfdb	NP_752609
