#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	4339	6705	sspH2	1-2367/2367	===============	0/0	100.00	99.96	vfdb	NP_461184
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	115042	116088	sseK2	1-1047/1047	===============	0/0	100.00	99.71	vfdb	NP_461081
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	203636	205984	sopA	1-2349/2349	===============	0/0	100.00	99.02	vfdb	NP_461011
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	281503	282179	fliP	10-686/687	========/======	2/2	98.40	75.22	vfdb	YP_001006751
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	282616	282876	fliN	157-417/417	.....==========	0/0	62.59	80.08	vfdb	YP_001006749
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	283022	284030	fliM	1-1005/1005	========/======	4/6	99.90	75.74	vfdb	YP_001006748
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	288358	289337	fliG	12-991/993	===============	0/0	98.69	79.49	vfdb	YP_001006742
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	298418	298818	fliC	7-407/1146	======.........	0/0	34.99	80.80	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	299681	299890	fliC	937-1146/1146	............===	0/0	18.32	80.95	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	301380	302072	fliA	10-702/723	========/======	2/2	95.71	76.08	vfdb	YP_001006726
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	325129	325684	flhC	6-564/582	========/======	5/7	95.19	75.40	vfdb	YP_001006783
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	327645	328033	cheA	1-389/2055	===...../......	2/4	18.83	76.22	vfdb	YP_001006780
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	329705	330160	cheW	25-480/498	========/======	2/2	91.37	75.06	vfdb	YP_001006779
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	331237	331931	cheD	823-1517/1674	.......=======.	0/0	41.52	75.40	vfdb	YP_001006778
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	334173	334560	cheY	1-388/390	===============	0/0	99.49	77.83	vfdb	YP_001006774
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	393453	394175	sopE2	1-723/723	===============	0/0	100.00	100.00	vfdb	NP_460811
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	554656	556029	steC	1-1374/1374	===============	0/0	100.00	99.49	vfdb	NP_460656
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	623544	624770	sseJ	1-1227/1227	===============	0/0	100.00	99.67	vfdb	NP_460590
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	626041	626442	steB	1-402/402	===============	0/0	100.00	99.50	vfdb	AAL20547
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	652949	653899	sifB	1-951/951	===============	0/0	100.00	96.84	vfdb	NP_460561
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000001.1	675946	676578	steA	1-633/633	===============	0/0	100.00	93.21	vfdb	NP_460542
/scratch/mnk5428/kenyans/data/GCA_019363055.1_ASM1936305v1_genomic.fna	JAAIBY010000002.1	65275	65687	gmhA/lpcA	130-542/585	...===========.	0/0	70.60	77.72	vfdb	NP_439337
