#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	69999	70532	sodCI	1-534/534	===============	0/0	100.00	99.81	vfdb	NP_460019
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	80525	81493	sseI/srfH	1-969/969	===============	0/0	100.00	99.28	vfdb	NP_460026
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	101350	102402	ompA	1-1041/1041	========/======	1/12	100.00	89.55	vfdb	AAF37887
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	116833	117708	pipB	1-876/876	===============	0/0	100.00	99.31	vfdb	NP_460061
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	118610	120295	sopB/sigD	1-1686/1686	===============	0/0	100.00	99.94	vfdb	NP_460064
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	167831	168664	csgG	1-834/834	===============	0/0	100.00	99.76	vfdb	NP_460110
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	168691	169107	csgF	1-417/417	===============	0/0	100.00	100.00	vfdb	NP_460111
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	169134	169529	csgE	1-396/396	===============	0/0	100.00	100.00	vfdb	NP_460112
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	169534	170184	csgD	1-651/651	===============	0/0	100.00	99.08	vfdb	NP_460113
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	170939	171394	csgB	1-456/456	===============	0/0	100.00	99.78	vfdb	NP_460114
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	171436	171891	csgA	1-456/456	===============	0/0	100.00	98.90	vfdb	NP_460115
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	171954	172280	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	199621	200015	flgE	7-401/1260	=====..........	0/0	31.35	76.20	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	200486	200826	flgE	920-1260/1260	..........=====	0/0	27.06	75.07	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	201746	202398	flgG	2-654/654	========/======	2/2	99.69	75.69	vfdb	YP_001006759
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	202592	203144	flgH	125-677/684	..=============	0/0	80.85	77.76	vfdb	YP_001006758
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	204374	204543	flgJ	94-260/924	.===..../......	1/3	18.07	78.23	vfdb	YP_001006756
/scratch/mnk5428/kenyans/data/GCA_019362735.1_ASM1936273v1_genomic.fna	JAANPY010000001.1	249651	250661	sifA	1-1011/1011	===============	0/0	100.00	99.90	vfdb	NP_460194
