#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	33913	36167	slrP	1-2298/2298	========/======	3/43	98.13	96.30	vfdb	NP_459778
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	177036	177995	sopD2	1-960/960	===============	0/0	100.00	99.38	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	225636	226604	sseI/srfH	1-969/969	===============	0/0	100.00	99.69	vfdb	NP_460026
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	246637	247689	ompA	1-1041/1041	========/======	1/12	100.00	89.65	vfdb	AAF37887
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	262118	262993	pipB	1-876/876	===============	0/0	100.00	98.63	vfdb	NP_460061
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	263899	265584	sopB/sigD	1-1686/1686	===============	0/0	100.00	99.64	vfdb	NP_460064
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	337513	338189	fliP	10-686/687	========/======	2/2	98.40	75.52	vfdb	YP_001006751
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	338626	338886	fliN	157-417/417	.....==========	0/0	62.59	80.46	vfdb	YP_001006749
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	339032	340040	fliM	1-1005/1005	========/======	4/6	99.90	75.64	vfdb	YP_001006748
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	344368	345347	fliG	12-991/993	===============	0/0	98.69	79.18	vfdb	YP_001006742
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	354429	354829	fliC	7-407/1146	======.........	0/0	34.99	77.56	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	355736	355937	fliC	909-1110/1110	............===	0/0	18.20	78.22	vfdb	YP_001006730
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	357427	358119	fliA	10-702/723	========/======	2/2	95.71	76.08	vfdb	YP_001006726
/scratch/mnk5428/kenyans/data/GCA_019362135.1_ASM1936213v1_genomic.fna	JAAIAG010000001.1	381175	381730	flhC	6-564/582	========/======	5/7	95.19	75.40	vfdb	YP_001006783
