#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	188741	191008	slrP	1-2298/2298	========/======	2/30	98.69	94.56	vfdb	NP_459778
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	329323	330282	sopD2	1-960/960	===============	0/0	100.00	93.12	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	402797	403330	sodCI	1-534/534	===============	0/0	100.00	100.00	vfdb	NP_460019
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	412716	413683	sseI/srfH	1-969/969	========/======	1/1	99.90	99.79	vfdb	NP_460026
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	433710	434762	ompA	1-1041/1041	========/======	1/12	100.00	89.65	vfdb	AAF37887
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	448961	449836	pipB	1-876/876	===============	0/0	100.00	98.52	vfdb	NP_460061
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	450744	452429	sopB/sigD	1-1686/1686	===============	0/0	100.00	98.10	vfdb	NP_460064
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	500360	501193	csgG	1-834/834	===============	0/0	100.00	99.28	vfdb	NP_460110
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	501220	501636	csgF	1-417/417	===============	0/0	100.00	99.76	vfdb	NP_460111
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	501663	502058	csgE	1-396/396	===============	0/0	100.00	99.75	vfdb	NP_460112
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	502063	502713	csgD	1-651/651	===============	0/0	100.00	99.23	vfdb	NP_460113
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	503469	503924	csgB	1-456/456	===============	0/0	100.00	99.56	vfdb	NP_460114
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	503966	504421	csgA	1-456/456	===============	0/0	100.00	98.90	vfdb	NP_460115
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	504484	504810	csgC	1-327/327	===============	0/0	100.00	99.39	vfdb	NP_460116
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	532147	532541	flgE	7-401/1260	=====..........	0/0	31.35	76.46	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	533012	533352	flgE	920-1260/1260	......../..====	2/4	26.90	75.80	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	534272	534924	flgG	2-654/654	========/======	2/2	99.69	75.38	vfdb	YP_001006759
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	535118	535670	flgH	125-677/684	..=============	0/0	80.85	77.58	vfdb	YP_001006758
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	536900	537069	flgJ	94-260/924	.===..../......	1/3	18.07	79.41	vfdb	YP_001006756
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	587212	588222	sifA	1-1011/1011	===============	0/0	100.00	96.54	vfdb	NP_460194
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	608102	608911	cdtB	1-810/810	===============	0/0	100.00	100.00	vfdb	NP_456275
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	767450	767851	spiC/ssaB	1-402/402	===============	0/0	100.00	99.25	vfdb	NP_460358
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	767853	769346	ssaC	1-1494/1494	===============	0/0	100.00	98.46	vfdb	NP_460359
/scratch/mnk5428/kenyans/data/GCA_019362085.1_ASM1936208v1_genomic.fna	JAAIAE010000001.1	769327	770538	ssaD	1-1212/1212	===============	0/0	100.00	98.68	vfdb	NP_460360
