#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	43514	44566	ompA	1-1041/1041	========/======	1/12	100.00	89.55	vfdb	AAF37887
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	58997	59872	pipB	1-876/876	===============	0/0	100.00	99.31	vfdb	NP_460061
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	60778	62463	sopB/sigD	1-1686/1686	===============	0/0	100.00	99.53	vfdb	NP_460064
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	110535	111368	csgG	1-834/834	===============	0/0	100.00	99.76	vfdb	NP_460110
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	111395	111811	csgF	1-417/417	===============	0/0	100.00	100.00	vfdb	NP_460111
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	111838	112233	csgE	1-396/396	===============	0/0	100.00	99.75	vfdb	NP_460112
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	112238	112888	csgD	1-651/651	===============	0/0	100.00	99.08	vfdb	NP_460113
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	113642	114097	csgB	1-456/456	===============	0/0	100.00	99.78	vfdb	NP_460114
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	114139	114594	csgA	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_460115
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	114656	114982	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	142321	142715	flgE	7-401/1260	=====..........	0/0	31.35	76.20	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	144446	145098	flgG	2-654/654	========/======	2/2	99.69	75.53	vfdb	YP_001006759
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	145292	145844	flgH	125-677/684	..=============	0/0	80.85	77.76	vfdb	YP_001006758
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	147074	147243	flgJ	94-260/924	.===..../......	1/3	18.07	79.41	vfdb	YP_001006756
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	192349	193359	sifA	1-1011/1011	===============	0/0	100.00	99.80	vfdb	NP_460194
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	231271	231624	grvA	1-354/354	===============	0/0	100.00	100.00	vfdb	AAG03023
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	238414	238947	sodCI	1-534/534	===============	0/0	100.00	99.81	vfdb	NP_460019
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	249167	250135	sseI/srfH	1-969/969	===============	0/0	100.00	98.45	vfdb	NP_460026
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	404059	404460	spiC/ssaB	1-402/402	===============	0/0	100.00	100.00	vfdb	NP_460358
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	404462	405955	ssaC	1-1494/1494	===============	0/0	100.00	98.93	vfdb	NP_460359
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	405936	407147	ssaD	1-1212/1212	===============	0/0	100.00	99.09	vfdb	NP_460360
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	407155	407397	ssaE	1-243/243	===============	0/0	100.00	99.18	vfdb	NP_460361
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	407661	407987	sseA	1-327/327	===============	0/0	100.00	99.69	vfdb	NP_460362
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	407994	408584	sseB	1-591/591	===============	0/0	100.00	97.29	vfdb	NP_460363
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	408581	409054	sscA	1-474/474	===============	0/0	100.00	98.94	vfdb	NP_460364
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	409057	410511	sseC	1-1455/1455	===============	0/0	100.00	96.01	vfdb	NP_460365
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	410527	411114	sseD	1-588/588	===============	0/0	100.00	96.94	vfdb	NP_460366
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	411117	411533	sseE	1-417/417	===============	0/0	100.00	99.28	vfdb	NP_460367
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	411585	412019	sscB	1-435/435	===============	0/0	100.00	99.31	vfdb	NP_460368
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	412035	412817	sseF	1-783/783	===============	0/0	100.00	98.21	vfdb	NP_460369
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	412814	413503	sseG	1-690/690	===============	0/0	100.00	99.13	vfdb	NP_460370
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	413597	413812	ssaG	1-216/216	===============	0/0	100.00	100.00	vfdb	NP_460371
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	413853	414080	ssaH	1-228/228	===============	0/0	100.00	100.00	vfdb	NP_460372
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	414092	414340	ssaI	1-249/249	===============	0/0	100.00	100.00	vfdb	NP_460373
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	414337	415086	ssaJ	1-750/750	===============	0/0	100.00	98.67	vfdb	NP_460374
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	415649	416323	ssaK	1-675/675	===============	0/0	100.00	98.67	vfdb	NP_460376
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	416289	417305	ssaL	1-1017/1017	===============	0/0	100.00	99.11	vfdb	NP_460377
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	417363	417731	ssaM	1-369/369	===============	0/0	100.00	99.46	vfdb	NP_460378
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	417716	419761	ssaV	1-2046/2046	===============	0/0	100.00	98.63	vfdb	NP_460379
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	419751	421052	ssaN	1-1302/1302	===============	0/0	100.00	98.77	vfdb	NP_460380
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	421055	421432	ssaO	1-378/378	===============	0/0	100.00	99.73	vfdb	NP_460381
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	421413	421787	ssaP	1-375/375	===============	0/0	100.00	99.47	vfdb	NP_460382
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	421768	422736	ssaQ	1-969/969	===============	0/0	100.00	98.56	vfdb	NP_460383
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	422804	423451	ssaR	1-648/648	===============	0/0	100.00	99.38	vfdb	NP_460384
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	423448	423714	ssaS	1-267/267	===============	0/0	100.00	99.62	vfdb	NP_460385
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	423715	424494	ssaT	1-780/780	===============	0/0	100.00	98.08	vfdb	NP_460386
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	424491	425549	ssaU	1-1059/1059	===============	0/0	100.00	99.25	vfdb	NP_460387
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	593466	594098	steA	1-633/633	===============	0/0	100.00	97.31	vfdb	NP_460542
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	616130	617080	sifB	1-951/951	===============	0/0	100.00	98.84	vfdb	NP_460561
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	643571	643972	steB	1-402/402	===============	0/0	100.00	100.00	vfdb	AAL20547
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000001.1	645243	646469	sseJ	1-1227/1227	===============	0/0	100.00	99.43	vfdb	NP_460590
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000002.1	170315	171042	entA	16-743/747	===============	0/0	97.46	80.08	vfdb	NP_752614
/scratch/mnk5428/kenyans/data/GCA_019362215.1_ASM1936221v1_genomic.fna	JAAIAK010000002.1	171073	171923	entB	1-851/858	===============	0/0	99.18	80.73	vfdb	NP_752613
