#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	5664	6568	gtrB	1-905/930	===============	0/0	97.31	75.80	vfdb	NP_706258
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	23166	25421	fepA	1-2241/2241	========/======	19/61	98.97	78.19	vfdb	NP_752600
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	32399	33186	fepC	1-788/816	========/======	2/2	96.45	80.48	vfdb	NP_752606
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	33183	34091	fepG	85-993/993	.==============	0/0	91.54	80.42	vfdb	NP_752607
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	34190	35189	fepD	3-1002/1017	===============	0/0	98.33	78.40	vfdb	NP_752608
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	35290	36516	entS	1-1227/1251	===============	0/0	98.08	78.57	vfdb	NP_752609
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	36634	37501	fepB	53-920/957	===============	0/0	90.70	77.42	vfdb	NP_752610
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	37851	39037	entC	2-1188/1188	========/======	4/4	99.75	77.80	vfdb	NP_752611
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	39047	40644	entE	1-1598/1611	========/======	4/4	99.07	79.75	vfdb	NP_752612
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	40671	41521	entB	1-851/858	===============	0/0	99.18	80.85	vfdb	NP_752613
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	41552	42279	entA	16-743/747	===============	0/0	97.46	80.22	vfdb	NP_752614
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	248639	250906	slrP	1-2298/2298	========/======	2/30	98.69	96.74	vfdb	NP_459778
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	390748	391707	sopD2	1-960/960	===============	0/0	100.00	99.38	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	460876	461229	grvA	1-354/354	===============	0/0	100.00	99.72	vfdb	AAG03023
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	468019	468552	sodCI	1-534/534	===============	0/0	100.00	100.00	vfdb	NP_460019
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	498812	499864	ompA	1-1041/1041	========/======	1/12	100.00	89.55	vfdb	AAF37887
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	514295	515170	pipB	1-876/876	===============	0/0	100.00	98.97	vfdb	NP_460061
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	516076	517761	sopB/sigD	1-1686/1686	===============	0/0	100.00	99.82	vfdb	NP_460064
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	565684	566517	csgG	1-834/834	===============	0/0	100.00	99.52	vfdb	NP_460110
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	566544	566960	csgF	1-417/417	===============	0/0	100.00	100.00	vfdb	NP_460111
/scratch/mnk5428/kenyans/data/GCA_019362595.1_ASM1936259v1_genomic.fna	JAAIBD010000001.1	566987	567382	csgE	1-396/396	===============	0/0	100.00	99.75	vfdb	NP_460112
