#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000001.1	44473	44618	algW	634-779/1170	.......=/==....	2/2	12.39	77.55	vfdb	NP_253136
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	51674	52789	iroB	34-1149/1164	===============	0/0	95.88	78.50	vfdb	NP_753168
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	52875	56505	iroC	69-3687/3738	========/======	21/38	96.47	76.32	vfdb	NP_753167
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	58904	61078	iroN	1-2178/2178	========/======	5/7	99.77	77.34	vfdb	NP_753164
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	62122	63174	pipB2	1-1053/1053	===============	0/0	100.00	98.01	vfdb	NP_461706
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	64916	65814	mig-14	1-897/897	========/======	1/2	100.00	97.11	vfdb	NP_461708
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	145148	146056	avrA	1-909/909	===============	0/0	100.00	99.89	vfdb	NP_461786
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	148589	149041	orgC	1-453/453	===============	0/0	100.00	98.23	vfdb	NP_461789
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	149038	149728	orgB	1-681/681	========/======	1/10	100.00	97.69	vfdb	NP_461790
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	149685	150284	orgA	1-600/600	===============	0/0	100.00	99.50	vfdb	NP_461791
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	150256	151014	prgK	1-759/759	===============	0/0	100.00	99.61	vfdb	NP_461792
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	151011	151316	prgJ	1-306/306	===============	0/0	100.00	99.35	vfdb	NP_461793
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	151335	151577	prgI	1-243/243	===============	0/0	100.00	98.35	vfdb	NP_461794
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	151602	152780	prgH	1-1179/1179	===============	0/0	100.00	99.15	vfdb	NP_461795
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	157330	158961	sptP	1-1632/1632	===============	0/0	100.00	99.57	vfdb	NP_461799
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	158948	159340	sicP	1-393/393	===============	0/0	100.00	100.00	vfdb	NP_461800
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	159938	161995	sipA/sspA	1-2058/2058	===============	0/0	100.00	99.81	vfdb	NP_461803
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	162014	163045	sipD	1-1032/1032	===============	0/0	100.00	99.71	vfdb	NP_461804
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	163116	164345	sipC/sspC	1-1230/1230	===============	0/0	100.00	99.67	vfdb	NP_461805
/scratch/mnk5428/kenyans/data/GCA_019364435.1_ASM1936443v1_genomic.fna	JAAIEO010000002.1	164373	166154	sipB/sspB	1-1782/1782	===============	0/0	100.00	99.66	vfdb	NP_461806
