#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	4379	6745	sspH2	1-2367/2367	===============	0/0	100.00	99.66	vfdb	NP_461184
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	105448	105621	sseK2	1-175/1047	===...../......	1/1	16.62	98.29	vfdb	NP_461081
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	194399	196747	sopA	1-2349/2349	===============	0/0	100.00	99.15	vfdb	NP_461011
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	290471	291304	csgG	1-834/834	===============	0/0	100.00	99.64	vfdb	NP_460110
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	291331	291747	csgF	1-417/417	===============	0/0	100.00	100.00	vfdb	NP_460111
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	291774	292169	csgE	1-396/396	===============	0/0	100.00	100.00	vfdb	NP_460112
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	292174	292824	csgD	1-651/651	===============	0/0	100.00	99.69	vfdb	NP_460113
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	293579	294034	csgB	1-456/456	===============	0/0	100.00	99.56	vfdb	NP_460114
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	294076	294531	csgA	1-456/456	===============	0/0	100.00	98.90	vfdb	NP_460115
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	294593	294919	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	322258	322652	flgE	7-401/1260	=====..........	0/0	31.35	76.20	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	324383	325035	flgG	2-654/654	========/======	2/2	99.69	75.38	vfdb	YP_001006759
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	325229	325781	flgH	125-677/684	..=============	0/0	80.85	77.76	vfdb	YP_001006758
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	372275	373285	sifA	1-1011/1011	===============	0/0	100.00	99.70	vfdb	NP_460194
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	551902	552303	spiC/ssaB	1-402/402	===============	0/0	100.00	99.50	vfdb	NP_460358
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	552305	553798	ssaC	1-1494/1494	===============	0/0	100.00	98.86	vfdb	NP_460359
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	553779	554990	ssaD	1-1212/1212	===============	0/0	100.00	99.50	vfdb	NP_460360
/scratch/mnk5428/kenyans/data/GCA_019362415.1_ASM1936241v1_genomic.fna	JAAIAU010000001.1	554998	555240	ssaE	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_460361
