#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	238203	238736	fimI	1-534/534	===============	0/0	100.00	99.06	vfdb	NP_459539
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	238780	239472	fimC	1-693/693	===============	0/0	100.00	100.00	vfdb	NP_459540
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	239503	242115	fimD	1-2613/2613	===============	0/0	100.00	99.27	vfdb	NP_459541
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	242130	243137	fimH	1-1008/1008	===============	0/0	100.00	97.92	vfdb	NP_459542
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	243147	243665	fimF	1-519/519	===============	0/0	100.00	98.84	vfdb	NP_459543
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	249910	250817	gtrB	1-908/930	===============	0/0	97.63	77.20	vfdb	NP_706258
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	275012	277267	fepA	1-2241/2241	========/======	18/57	99.06	78.31	vfdb	NP_752600
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	284246	285033	fepC	1-788/816	========/======	2/2	96.45	80.23	vfdb	NP_752606
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	285030	285938	fepG	85-993/993	.==============	0/0	91.54	80.64	vfdb	NP_752607
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	286037	287036	fepD	3-1002/1017	===============	0/0	98.33	78.20	vfdb	NP_752608
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	287137	288363	entS	1-1227/1251	===============	0/0	98.08	78.57	vfdb	NP_752609
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	288481	289348	fepB	53-920/957	===============	0/0	90.70	77.19	vfdb	NP_752610
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	289698	290884	entC	2-1188/1188	========/======	4/4	99.75	77.63	vfdb	NP_752611
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	290894	292491	entE	1-1598/1611	========/======	4/4	99.07	79.69	vfdb	NP_752612
/scratch/mnk5428/kenyans/data/GCA_019361635.1_ASM1936163v1_genomic.fna	JAAHZI010000001.1	292518	293368	entB	1-851/858	===============	0/0	99.18	80.61	vfdb	NP_752613
