#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	20213	21468	hsiC1/vipB	229-1481/1497	..======/======	7/15	83.30	75.04	vfdb	NP_248774
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	63908	64320	gmhA/lpcA	130-542/585	...===========.	0/0	70.60	77.48	vfdb	NP_439337
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	311334	311867	fimI	1-534/534	===============	0/0	100.00	99.81	vfdb	NP_459539
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	311911	312603	fimC	1-693/693	===============	0/0	100.00	98.41	vfdb	NP_459540
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	312634	315246	fimD	1-2613/2613	===============	0/0	100.00	98.93	vfdb	NP_459541
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	315261	316268	fimH	1-1008/1008	===============	0/0	100.00	98.21	vfdb	NP_459542
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	316278	316796	fimF	1-519/519	===============	0/0	100.00	98.84	vfdb	NP_459543
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	342116	344371	fepA	1-2241/2241	========/======	16/55	99.11	78.30	vfdb	NP_752600
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	351350	352137	fepC	1-788/816	========/======	2/2	96.45	79.97	vfdb	NP_752606
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	352134	353042	fepG	85-993/993	.==============	0/0	91.54	80.42	vfdb	NP_752607
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	353141	354140	fepD	3-1002/1017	===============	0/0	98.33	78.30	vfdb	NP_752608
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	354241	355467	entS	1-1227/1251	===============	0/0	98.08	78.65	vfdb	NP_752609
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	355585	356452	fepB	53-920/957	===============	0/0	90.70	77.53	vfdb	NP_752610
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	356802	357988	entC	2-1188/1188	========/======	4/4	99.75	78.13	vfdb	NP_752611
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	357998	359595	entE	1-1598/1611	========/======	4/4	99.07	79.69	vfdb	NP_752612
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	359622	360472	entB	1-851/858	===============	0/0	99.18	80.49	vfdb	NP_752613
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	360503	361230	entA	16-743/747	===============	0/0	97.46	80.91	vfdb	NP_752614
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	554767	557034	slrP	1-2298/2298	========/======	2/30	98.69	96.78	vfdb	NP_459778
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	698186	699145	sopD2	1-960/960	===============	0/0	100.00	99.48	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019363015.1_ASM1936301v1_genomic.fna	JAAIBW010000001.1	759256	760308	ompA	1-1041/1041	========/======	1/12	100.00	89.55	vfdb	AAF37887
