#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	3544	4377	csgG	1-834/834	===============	0/0	100.00	99.88	vfdb	NP_460110
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	4404	4820	csgF	1-417/417	===============	0/0	100.00	100.00	vfdb	NP_460111
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	4847	5242	csgE	1-396/396	===============	0/0	100.00	100.00	vfdb	NP_460112
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	5247	5897	csgD	1-651/651	===============	0/0	100.00	99.54	vfdb	NP_460113
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	6652	7107	csgB	1-456/456	===============	0/0	100.00	99.78	vfdb	NP_460114
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	7149	7604	csgA	1-456/456	===============	0/0	100.00	99.12	vfdb	NP_460115
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	7666	7992	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	35332	35726	flgE	7-401/1260	=====..........	0/0	31.35	76.20	vfdb	YP_001006761
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	37457	38109	flgG	2-654/654	========/======	2/2	99.69	75.84	vfdb	YP_001006759
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	38303	38855	flgH	125-677/684	..=============	0/0	80.85	77.76	vfdb	YP_001006758
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	85358	86368	sifA	1-1011/1011	===============	0/0	100.00	99.80	vfdb	NP_460194
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	262970	263371	spiC/ssaB	1-402/402	===============	0/0	100.00	100.00	vfdb	NP_460358
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	263373	264866	ssaC	1-1494/1494	===============	0/0	100.00	99.06	vfdb	NP_460359
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	264847	266058	ssaD	1-1212/1212	===============	0/0	100.00	99.42	vfdb	NP_460360
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	266066	266308	ssaE	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_460361
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	266572	266898	sseA	1-327/327	===============	0/0	100.00	98.78	vfdb	NP_460362
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	266905	267495	sseB	1-591/591	===============	0/0	100.00	98.82	vfdb	NP_460363
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	267492	267965	sscA	1-474/474	===============	0/0	100.00	98.73	vfdb	NP_460364
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	267968	269422	sseC	1-1455/1455	===============	0/0	100.00	99.04	vfdb	NP_460365
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	269438	270025	sseD	1-588/588	===============	0/0	100.00	100.00	vfdb	NP_460366
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	270028	270444	sseE	1-417/417	===============	0/0	100.00	99.76	vfdb	NP_460367
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	270496	270930	sscB	1-435/435	===============	0/0	100.00	99.77	vfdb	NP_460368
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	270946	271728	sseF	1-783/783	===============	0/0	100.00	97.83	vfdb	NP_460369
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	271725	272414	sseG	1-690/690	===============	0/0	100.00	99.86	vfdb	NP_460370
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	272508	272723	ssaG	1-216/216	===============	0/0	100.00	100.00	vfdb	NP_460371
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	272764	272991	ssaH	1-228/228	===============	0/0	100.00	100.00	vfdb	NP_460372
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	273003	273251	ssaI	1-249/249	===============	0/0	100.00	100.00	vfdb	NP_460373
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	273248	273997	ssaJ	1-750/750	===============	0/0	100.00	99.33	vfdb	NP_460374
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	274560	275234	ssaK	1-675/675	===============	0/0	100.00	99.41	vfdb	NP_460376
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	275200	276216	ssaL	1-1017/1017	===============	0/0	100.00	99.11	vfdb	NP_460377
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	276274	276642	ssaM	1-369/369	===============	0/0	100.00	100.00	vfdb	NP_460378
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	276627	278672	ssaV	1-2046/2046	===============	0/0	100.00	99.80	vfdb	NP_460379
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	278662	279963	ssaN	1-1302/1302	===============	0/0	100.00	98.69	vfdb	NP_460380
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	279966	280343	ssaO	1-378/378	===============	0/0	100.00	100.00	vfdb	NP_460381
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	280324	280698	ssaP	1-375/375	===============	0/0	100.00	100.00	vfdb	NP_460382
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	280679	281647	ssaQ	1-969/969	===============	0/0	100.00	98.56	vfdb	NP_460383
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	281715	282362	ssaR	1-648/648	===============	0/0	100.00	99.23	vfdb	NP_460384
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	282359	282625	ssaS	1-267/267	===============	0/0	100.00	99.62	vfdb	NP_460385
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	282626	283405	ssaT	1-780/780	===============	0/0	100.00	98.72	vfdb	NP_460386
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	283402	284460	ssaU	1-1059/1059	===============	0/0	100.00	99.91	vfdb	NP_460387
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	450668	451300	steA	1-633/633	===============	0/0	100.00	97.95	vfdb	NP_460542
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	473331	474281	sifB	1-951/951	===============	0/0	100.00	96.64	vfdb	NP_460561
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	500772	501173	steB	1-402/402	===============	0/0	100.00	99.75	vfdb	AAL20547
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	502444	503670	sseJ	1-1227/1227	===============	0/0	100.00	99.76	vfdb	NP_460590
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	571307	572680	steC	1-1374/1374	===============	0/0	100.00	99.42	vfdb	NP_460656
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	733135	733857	sopE2	1-723/723	===============	0/0	100.00	99.58	vfdb	NP_460811
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	802805	803192	cheY	1-388/390	===============	0/0	99.49	77.83	vfdb	YP_001006774
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	805427	806121	cheD	823-1517/1674	.......=======.	0/0	41.52	75.25	vfdb	YP_001006778
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	807198	807653	cheW	25-480/498	========/======	2/2	91.37	75.49	vfdb	YP_001006779
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	809325	809713	cheA	1-389/2055	===...../......	2/4	18.83	75.96	vfdb	YP_001006780
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	811674	812229	flhC	6-564/582	========/======	5/7	95.19	75.40	vfdb	YP_001006783
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	835170	835862	fliA	10-702/723	========/======	2/2	95.71	76.22	vfdb	YP_001006726
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	837352	837618	fliC	880-1146/1146	...........====	0/0	23.30	79.03	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	838208	838611	fliC	7-410/1146	======.........	0/0	35.25	79.45	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	847691	848670	fliG	12-991/993	===============	0/0	98.69	79.18	vfdb	YP_001006742
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	852998	854006	fliM	1-1005/1005	========/======	4/6	99.90	75.84	vfdb	YP_001006748
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	854152	854412	fliN	157-417/417	.....==========	0/0	62.59	80.46	vfdb	YP_001006749
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	854849	855525	fliP	10-686/687	========/======	2/2	98.40	75.52	vfdb	YP_001006751
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	930340	932688	sopA	1-2349/2349	===============	0/0	100.00	99.28	vfdb	NP_461011
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	1023041	1024087	sseK2	1-1047/1047	===============	0/0	100.00	98.57	vfdb	NP_461081
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000001.1	1122994	1125360	sspH2	1-2367/2367	===============	0/0	100.00	99.75	vfdb	NP_461184
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000002.1	43819	43964	algW	634-779/1170	.......=/==....	2/2	12.39	77.55	vfdb	NP_253136
/scratch/mnk5428/kenyans/data/GCA_019362495.1_ASM1936249v1_genomic.fna	JAAIAY010000003.1	184642	184778	cheD	1087-1223/1674	.........==....	0/0	8.18	78.10	vfdb	YP_001006778
