#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	4339	6705	sspH2	1-2367/2367	===============	0/0	100.00	100.00	vfdb	NP_461184
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	115046	116092	sseK2	1-1047/1047	===============	0/0	100.00	99.71	vfdb	NP_461081
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	203640	205988	sopA	1-2349/2349	===============	0/0	100.00	99.02	vfdb	NP_461011
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	281507	282183	fliP	10-686/687	========/======	2/2	98.40	75.22	vfdb	YP_001006751
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	282620	282880	fliN	157-417/417	.....==========	0/0	62.59	80.08	vfdb	YP_001006749
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	283026	284034	fliM	1-1005/1005	========/======	4/6	99.90	75.74	vfdb	YP_001006748
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	288362	289341	fliG	12-991/993	===============	0/0	98.69	79.49	vfdb	YP_001006742
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	298422	298822	fliC	7-407/1146	======.........	0/0	34.99	80.80	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	299685	299894	fliC	937-1146/1146	............===	0/0	18.32	80.95	vfdb	YP_001006728
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	301384	302076	fliA	10-702/723	========/======	2/2	95.71	76.08	vfdb	YP_001006726
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	325133	325688	flhC	6-564/582	========/======	5/7	95.19	75.40	vfdb	YP_001006783
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	327649	328037	cheA	1-389/2055	===...../......	2/4	18.83	76.22	vfdb	YP_001006780
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	329709	330164	cheW	25-480/498	========/======	2/2	91.37	75.06	vfdb	YP_001006779
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	331241	331935	cheD	823-1517/1674	.......=======.	0/0	41.52	75.40	vfdb	YP_001006778
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	334177	334564	cheY	1-388/390	===============	0/0	99.49	77.83	vfdb	YP_001006774
/scratch/mnk5428/kenyans/data/GCA_019363175.1_ASM1936317v1_genomic.fna	JAAICE010000001.1	393448	394170	sopE2	1-723/723	===============	0/0	100.00	100.00	vfdb	NP_460811
